"Usuario","Modelo","valoracion"
"19","648",3
"19","736",3
"19","780",3
"19","858",5
"19","1036",4
"19","1073",4
"19","1089",4
"19","1097",5
"19","1136",5
"19","1193",4
"19","1196",5
"19","1197",3
"19","1198",4
"19","1200",4
"19","1210",4
"19","1214",4
"19","1240",4
"19","1265",4
"19","1270",5
"19","1291",3
"20","1",3.5
"20","32",2.5
"20","34",3.5
"20","110",2
"20","150",3
"20","153",4
"20","231",1
"20","260",1.5
"20","296",0.5
"20","316",3.5
"20","318",4.5
"20","344",1
"20","356",2
"20","364",3.5
"20","367",1
"20","380",4
"20","457",4.5
"20","480",3
"20","500",3
"20","527",2.5
"20","588",3.5
"20","590",2
"20","592",4
"20","593",0.5
"20","595",4
"20","597",4
"20","608",2
"20","736",3.5
"20","780",5
"20","858",2
"20","1097",1.5
"20","1136",4.5
"20","1196",2
"20","1198",4.5
"20","1210",3
"20","1270",3.5
"20","1580",5
"20","2571",4.5
"20","2762",3.5
"20","2959",0.5
"20","4993",4
"20","7153",4
"21","10",3
"21","32",4
"21","34",4
"21","47",4
"21","260",3
"21","296",3
"21","316",3
"21","344",3
"21","356",4
"21","377",4
"21","380",3
"21","457",3
"21","480",3
"21","527",5
"21","541",3
"21","586",3
"21","589",5
"21","590",4
"21","592",3
"21","593",4
"21","595",3
"21","597",3
"21","648",3
"21","780",3
"21","858",4
"21","1036",4
"21","1089",3
"21","1097",3
"21","1136",5
"21","1193",3
"21","1196",4
"21","1198",5
"21","1200",4
"21","1210",4
"21","1214",4
"21","1240",5
"21","1265",3
"21","1270",4
"21","1291",4
"22","32",4.5
"22","47",3.5
"22","153",3
"22","231",2.5
"22","253",4.5
"22","260",4
"22","296",5
"22","356",3.5
"22","457",4.5
"22","480",4.5
"22","541",4.5
"22","586",1
"22","588",2
"22","589",5
"22","592",4.5
"22","593",4.5
"22","648",5
"22","858",4
"22","1089",4
"22","1097",2.5
"22","1196",4.5
"22","1198",5
"22","1200",5
"22","1210",5
"22","1214",3.5
"22","1240",4
"22","1270",4
"22","1291",5
"22","1580",4
"22","1682",2.5
"22","1721",3
"22","1923",2.5
"22","2571",4.5
"22","2716",3
"22","2762",4
"22","2858",4
"22","2959",4
"22","3578",3
"22","4306",4.5
"22","4886",4
"22","4963",2.5
"22","4993",5
"22","5349",5
"22","5952",4.5
"22","6539",4
"22","7153",4
"22","8961",3.5
"23","1",3
"23","32",4
"23","34",3.5
"23","47",4.5
"23","50",4
"23","110",3.5
"23","150",3.5
"23","153",3
"23","253",3.5
"23","260",4.5
"23","293",4
"23","296",4.5
"23","316",3.5
"23","318",5
"23","344",2
"23","356",4.5
"23","380",4
"23","457",3.5
"23","480",3.5
"23","527",3.5
"23","539",2.5
"23","541",3
"23","586",3.5
"23","588",4
"23","589",3.5
"23","590",2.5
"23","592",3.5
"23","593",4.5
"23","595",4.5
"23","597",3
"23","608",4.5
"23","648",4.5
"23","780",3.5
"23","858",5
"23","1036",3
"23","1089",3.5
"23","1097",5
"23","1136",4
"23","1193",4.5
"23","1196",4.5
"23","1197",5
"23","1198",4.5
"23","1210",4
"23","1240",3.5
"23","1265",4
"23","1270",4.5
"23","1291",3.5
"23","1580",3.5
"23","1682",5
"23","1704",3.5
"23","1721",5
"23","2028",4
"23","2571",4
"23","2628",2.5
"23","2716",3
"23","2762",4
"23","2858",3.5
"23","2918",4
"23","2959",3.5
"23","3578",4
"23","4886",3.5
"23","4963",5
"23","4993",4
"23","5349",2
"23","5952",4
"23","6539",4.5
"23","7153",4.5
"26","1",5
"26","32",4.5
"26","47",4.5
"26","50",4.5
"26","153",3.5
"26","165",2.5
"26","260",3
"26","296",3.5
"26","316",0.5
"26","318",4
"26","344",0.5
"26","356",4.5
"26","367",2
"26","377",3
"26","380",3
"26","457",3.5
"26","480",2.5
"26","500",1
"26","589",4
"26","593",3.5
"26","608",3.5
"26","648",2.5
"26","780",3.5
"26","858",4
"26","1036",3.5
"26","1089",3.5
"26","1196",3.5
"26","1198",4
"26","1210",3.5
"26","1580",3.5
"26","2028",3
"26","2571",5
"26","2858",4
"26","2959",4
"26","3578",2.5
"26","4306",4
"26","4963",1.5
"26","5952",4
"26","6539",1.5
"26","8961",4
"30","1",4
"30","32",2
"30","34",4
"30","47",4
"30","50",5
"30","110",5
"30","150",5
"30","165",4
"30","253",4
"30","260",4
"30","296",5
"30","318",5
"30","344",2
"30","356",5
"30","364",3
"30","377",4
"30","380",4
"30","457",5
"30","480",4
"30","500",4
"30","527",5
"30","539",3
"30","541",4
"30","586",4
"30","587",2
"30","588",5
"30","589",4
"30","590",5
"30","592",4
"30","593",4
"30","595",5
"30","597",4
"30","608",5
"30","736",4
"30","780",4
"30","858",5
"30","1036",4
"30","1073",3
"30","1089",5
"30","1097",4
"30","1193",4
"30","1196",4
"30","1197",3
"30","1198",5
"30","1200",3
"30","1210",4
"30","1214",4
"30","1240",4
"30","1265",4
"30","1270",5
"30","1291",4
"30","1580",4
"30","1682",5
"30","1704",5
"30","1721",4
"30","1923",4
"30","2028",5
"30","2571",3
"30","2716",4
"30","2762",5
"30","2858",5
"30","2918",5
"30","2959",4
"30","3578",4
"30","4306",5
"30","4886",4
"30","4963",5
"30","4993",3
"31","32",4.5
"31","50",3.5
"31","260",4
"31","296",4.5
"31","318",4
"31","527",5
"31","541",4
"31","858",4.5
"31","1089",4.5
"31","1197",4.5
"31","2028",4.5
"31","2571",4.5
"31","2959",5
"31","4886",4
"31","4993",4.5
"31","5952",4.5
"31","6539",3.5
"31","7153",4.5
"31","8961",4
"32","110",5
"32","150",5
"32","153",4
"32","165",4
"32","231",5
"32","296",2
"32","316",3
"32","344",4
"32","356",5
"32","364",3
"32","367",4
"32","377",4
"32","380",3
"32","457",5
"32","480",5
"32","588",3
"32","589",5
"32","590",5
"32","592",4
"32","595",2
"34","32",5
"34","47",5
"34","50",5
"34","110",4
"34","150",4
"34","253",4
"34","260",4
"34","293",4
"34","296",5
"34","316",4
"34","377",3
"34","527",4
"34","541",4
"34","589",5
"34","593",4
"34","595",4
"34","608",4
"34","858",4
"34","1036",4
"34","1089",4
"34","1097",3
"34","1193",4
"34","1196",3
"34","1198",4
"34","1200",4
"34","1214",5
"34","1240",5
"34","1270",3
"34","1580",3
"34","1923",4
"34","2028",4
"34","2571",5
"34","2716",2
"34","2762",4
"34","2858",4
"36","32",5
"36","50",4
"36","165",3
"36","253",4
"36","260",5
"36","293",5
"36","296",4
"36","318",4
"36","356",3
"36","457",3
"36","480",3
"36","527",5
"36","539",3
"36","586",2
"36","587",3
"36","588",3
"36","590",3
"36","592",3
"36","593",4
"36","597",3
"36","1036",3
"38","47",4
"38","110",4
"38","293",4.5
"38","296",5
"38","318",4.5
"38","356",4.5
"38","364",4
"38","367",3
"38","527",4.5
"38","588",4
"38","590",3.5
"38","593",4.5
"38","858",4.5
"38","1136",4
"38","1682",4
"38","1704",3.5
"38","2571",4
"38","2858",4
"38","2959",4
"38","3578",4.5
"38","4993",4
"38","5349",4
"38","5952",4.5
"38","6539",4
"38","7153",4.5
"39","10",5
"39","47",4
"39","50",3
"39","110",5
"39","150",4
"39","153",3
"39","165",5
"39","231",4
"39","253",4
"39","293",4
"39","296",5
"39","316",4
"39","344",4
"39","380",5
"39","457",4
"39","588",3
"39","590",3
"39","592",3
"39","593",3
"39","595",3
"39","648",4
"41","110",4
"41","165",4
"41","253",4
"41","260",4
"41","316",3.5
"41","356",3.5
"41","377",4.5
"41","380",4
"41","457",4
"41","541",5
"41","592",4
"41","648",4
"41","736",4
"41","780",4
"41","1073",4
"41","1097",4
"41","1196",4
"41","1200",4
"41","1210",4
"41","1214",4
"41","1240",4
"41","1270",4
"41","1580",4
"41","2571",5
"41","2858",4.5
"41","2918",4
"41","4306",4
"41","5349",3.5
"42","110",4
"42","165",3.5
"42","260",4.5
"42","296",5
"42","318",5
"42","356",4.5
"42","380",3.5
"42","457",5
"42","480",5
"42","527",4.5
"42","588",4
"42","589",5
"42","648",4
"42","780",4.5
"42","1036",5
"42","1097",5
"42","1196",5
"42","1198",5
"42","1200",5
"42","1210",4
"42","1291",4.5
"42","1704",4.5
"42","1721",4
"42","2028",4
"42","2571",3.5
"42","4886",4
"42","4993",5
"42","5349",4
"42","5952",4.5
"42","7153",4
"42","8961",4
"47","1",5
"47","10",4
"47","32",4
"47","50",4
"47","110",5
"47","150",4
"47","153",4
"47","165",4
"47","231",3
"47","253",3
"47","296",4
"47","316",5
"47","344",3
"47","380",4
"47","457",5
"47","588",4
"47","592",3
"47","593",5
"47","595",3
"48","1",4
"48","34",3
"48","110",4
"48","231",3.5
"48","293",5
"48","296",4.5
"48","344",3.5
"48","356",4
"48","364",4
"48","367",3.5
"48","480",3.5
"48","527",4.5
"48","541",4
"48","593",3.5
"48","595",3.5
"48","648",3.5
"48","858",4
"48","1097",3.5
"48","1214",3.5
"48","1240",3.5
"48","1270",3.5
"48","1580",3.5
"48","1682",3.5
"48","1721",4
"48","1923",3.5
"48","2571",4.5
"48","2762",3.5
"48","2959",5
"48","3578",5
"48","4306",4
"48","4886",3.5
"48","4993",4.5
"48","5349",3.5
"48","5952",4
"48","6539",4
"48","7153",4
"48","8961",3.5
"50","10",4
"50","47",3
"50","110",4
"50","150",3
"50","165",4
"50","231",1
"50","253",3
"50","296",4
"50","316",3
"50","344",2
"50","356",4
"50","367",4
"50","377",3
"50","380",3
"50","457",3
"50","480",4
"50","527",4
"50","539",3
"50","587",3
"50","589",5
"50","590",3
"50","597",3
"50","780",4
"56","1",4
"56","10",4
"56","47",4
"56","50",4
"56","231",2
"56","260",2
"56","293",4
"56","296",4
"56","318",4
"56","356",4
"56","377",4
"56","457",4
"56","480",4
"56","527",4
"56","541",4
"56","586",4
"56","593",5
"56","1036",5
"56","1073",4
"56","1089",4
"56","1097",4
"56","1136",4
"56","1193",4
"56","1196",2
"56","1197",4
"56","1198",4
"56","1210",2
"56","1240",2
"56","1265",5
"56","1270",4
"56","1291",4
"56","1682",5
"56","1704",5
"56","1721",4
"56","1923",4
"56","2028",5
"56","2716",2
"56","2858",5
"56","2918",4
"56","2959",4
"56","4306",4
"56","4886",4
"56","4993",4
"56","5952",4
"56","7153",4
"56","8961",4
"57","34",5
"57","110",5
"57","260",4
"57","293",5
"57","318",5
"57","356",3
"57","380",4
"57","527",5
"57","590",5
"57","592",3
"57","608",5
"57","648",3
"57","858",5
"57","1036",4
"57","1073",4
"57","1097",5
"57","1136",5
"57","1193",5
"57","1196",4
"57","1197",5
"57","1198",5
"57","1200",3
"57","1214",3
"57","1240",3
"57","1265",4
"57","1270",3
"57","1291",5
"57","1704",5
"57","1721",3
"57","1923",5
"57","2028",5
"59","32",4.5
"59","50",5
"59","150",4
"59","231",2
"59","296",4
"59","318",2.5
"59","367",1.5
"59","380",0.5
"59","480",4.5
"59","527",4.5
"59","541",5
"59","586",0.5
"59","590",3.5
"59","593",3.5
"59","858",5
"59","1136",4
"59","1193",3.5
"59","1923",3
"59","2028",1.5
"59","2716",2
"59","2858",4
"59","2959",4
"59","3578",4
"59","4306",1.5
"59","4993",4.5
"59","5349",3
"59","5952",5
"59","7153",5
"59","8961",5
"61","34",2
"61","50",5
"61","231",4
"61","364",3.5
"61","500",4
"61","586",3
"61","587",5
"61","588",3
"61","592",5
"61","593",3
"61","595",2.5
"61","1073",2
"61","1097",3.5
"61","1136",5
"61","1197",5
"61","1580",3.5
"61","2571",4
"61","2716",3
"61","2918",4.5
"61","4306",3.5
"61","4886",3
"61","4993",5
"61","5349",4.5
"61","5952",5
"61","6539",1.5
"61","7153",5
"61","8961",4
"63","1",5
"63","150",4
"63","260",5
"63","318",5
"63","380",3.5
"63","457",3
"63","480",4.5
"63","592",5
"63","593",4.5
"63","1193",5
"63","1198",5
"63","1214",5
"63","2571",4.5
"63","2628",4.5
"63","2762",3
"63","2858",5
"63","2918",5
"63","2959",4.5
"63","3578",5
"63","4306",5
"63","4993",5
"63","5349",5
"63","5952",5
"63","7153",5
"64","110",4
"64","150",3
"64","153",5
"64","165",3
"64","231",3
"64","253",5
"64","296",5
"64","318",5
"64","344",2
"64","356",4
"64","380",4
"64","457",4
"64","590",5
"64","592",4
"64","593",5
"64","595",3
"66","110",4
"66","260",5
"66","356",4
"66","377",4
"66","457",4
"66","480",5
"66","589",5
"66","593",4
"66","608",4
"66","858",5
"66","1036",5
"66","1196",4
"66","1198",5
"66","1200",3
"66","1240",5
"66","1270",4
"66","1580",3
"66","2571",3
"66","2858",4
"67","1",3
"67","34",5
"67","110",5
"67","260",4
"67","293",4
"67","296",5
"67","316",3
"67","318",5
"67","356",4
"67","364",5
"67","457",4
"67","480",5
"67","541",4
"67","586",4
"67","587",3
"67","589",4
"67","590",5
"67","592",3
"67","593",5
"67","595",4
"67","597",5
"67","648",3
"67","736",4
"67","780",4
"67","1073",4
"67","1097",5
"68","1",4
"68","150",4
"68","260",3
"68","318",4
"68","356",4
"68","367",3
"68","380",4
"68","457",4
"68","480",4
"68","500",4
"68","527",3.5
"68","539",3.5
"68","541",3.5
"68","586",3.5
"68","587",4
"68","590",3.5
"68","592",3.5
"68","597",3
"68","780",3.5
"68","1073",3
"68","1097",4
"68","1196",4.5
"68","1197",3.5
"68","1198",4
"68","1200",3.5
"68","1265",4.5
"68","1270",4
"68","1291",4.5
"68","1580",4
"68","1721",3
"68","1923",4
"68","2716",4
"68","2762",4
"68","2918",4.5
"68","3578",2.5
"68","4306",4.5
"68","4886",3.5
"68","4963",3.5
"68","4993",5
"68","5349",4
"68","5952",5
"68","6539",4
"68","7153",5
"68","8961",4
"69","1",5
"69","34",4
"69","231",4
"69","296",3.5
"69","318",5
"69","344",4
"69","356",5
"69","364",5
"69","500",3.5
"69","527",5
"69","586",4.5
"69","587",5
"69","595",4
"69","597",4.5
"69","1073",4.5
"69","1193",5
"69","1265",4.5
"69","1270",5
"69","1682",5
"69","1704",5
"69","1721",4.5
"69","2028",4.5
"69","2918",5
"69","4306",5
"69","4886",5
"69","4993",5
"69","5349",3.5
"69","5952",5
"69","6539",4
"69","7153",5
"69","8961",4
"72","1",3.5
"72","47",3.5
"72","50",4
"72","110",3.5
"72","150",3.5
"72","260",3
"72","296",4
"72","318",4
"72","356",4
"72","480",3
"72","527",4
"72","541",4
"72","593",3.5
"72","608",4
"72","858",4.5
"72","1036",3
"72","1196",3
"72","1200",3
"72","1270",3
"72","1682",3.5
"72","2028",3.5
"72","2571",3.5
"72","2628",3
"72","2762",4
"72","2858",4
"72","2918",3
"72","2959",4
"72","3578",3
"72","4306",3
"72","4886",3
"72","4963",3
"72","4993",3
"72","5349",3
"72","5952",3
"72","6539",3
"72","7153",3
"72","8961",2
"73","1",5
"73","10",3
"73","32",5
"73","34",2.5
"73","47",5
"73","50",5
"73","110",4
"73","150",3.5
"73","153",1
"73","165",3.5
"73","231",3.5
"73","253",3.5
"73","260",4.5
"73","293",5
"73","296",5
"73","316",3
"73","318",5
"73","344",2
"73","356",5
"73","364",5
"73","367",2
"73","377",3
"73","380",3
"73","457",4
"73","480",4
"73","500",3.5
"73","527",5
"73","541",4.5
"73","586",3.5
"73","588",5
"73","589",3
"73","590",4.5
"73","592",4
"73","593",4.5
"73","595",4.5
"73","597",3
"73","608",4
"73","648",3
"73","736",1.5
"73","780",3.5
"73","858",5
"73","1036",4.5
"73","1089",3.5
"73","1097",4
"73","1136",3
"73","1193",4.5
"73","1196",5
"73","1197",5
"73","1198",5
"73","1200",5
"73","1210",5
"73","1214",5
"73","1240",4.5
"73","1265",4
"73","1270",5
"73","1291",5
"73","1580",3
"73","1682",4.5
"73","1704",4
"73","1721",0.5
"73","1923",3
"73","2028",4.5
"73","2571",4.5
"73","2628",2.5
"73","2716",4.5
"73","2762",4
"73","2858",4.5
"73","2918",4.5
"73","2959",5
"73","3578",4
"73","4306",4
"73","4886",3
"73","4963",3.5
"73","4993",5
"73","5349",4
"73","5952",5
"73","6539",4
"73","7153",5
"73","8961",3
"74","10",5
"74","110",5
"74","153",4
"74","260",5
"74","356",4
"74","527",5
"74","592",5
"74","1097",3
"74","1136",5
"74","1196",5
"74","1210",5
"74","1704",4
"74","1721",2
"74","2028",5
"74","2571",5
"74","2628",4
"74","2762",4
"75","1",3
"75","32",4
"75","253",4.5
"75","260",4.5
"75","316",2
"75","318",4
"75","356",4
"75","377",4
"75","480",3
"75","527",4
"75","541",4
"75","589",4
"75","592",1
"75","858",1
"75","1196",4
"75","1197",3.5
"75","1198",4
"75","1214",4
"75","1240",3
"75","1265",3.5
"75","1270",4
"75","1291",4.5
"75","1580",2.5
"75","1721",3
"75","2571",5
"75","2959",3.5
"75","4306",3.5
"75","4993",4.5
"75","5952",4.5
"75","7153",5
"77","1",4
"77","10",3
"77","32",4
"77","34",3.5
"77","47",4
"77","110",3.5
"77","165",2.5
"77","231",1
"77","253",2.5
"77","260",4
"77","293",4
"77","296",3.5
"77","316",4
"77","318",4
"77","344",3
"77","356",3.5
"77","364",3
"77","367",3.5
"77","377",2.5
"77","380",2.5
"77","457",2.5
"77","480",3
"77","500",3
"77","541",2
"77","586",1.5
"77","587",2.5
"77","588",3.5
"77","589",4
"77","590",3
"77","592",3.5
"77","593",3
"77","595",3.5
"77","597",2.5
"77","608",2
"77","648",2.5
"77","736",2
"77","780",3.5
"77","1036",3
"77","1073",4
"77","1097",3
"77","1136",4.5
"77","1196",4.5
"77","1197",4.5
"77","1198",4
"77","1200",4
"77","1210",4
"77","1214",3.5
"77","1240",4.5
"77","1265",4
"77","1270",3.5
"77","1291",4
"77","1580",3.5
"77","1682",3.5
"77","1704",3
"77","1721",2
"77","1923",2
"77","2571",4
"77","2628",1.5
"77","2716",4
"77","2762",4
"77","2858",3
"77","2918",4.5
"77","2959",4
"77","3578",3
"77","4306",3.5
"77","4886",4
"77","4963",3
"77","4993",3
"77","5349",4
"77","6539",4
"77","8961",4
"78","10",5
"78","32",5
"78","34",3.5
"78","47",4
"78","50",5
"78","110",1.5
"78","150",3.5
"78","253",5
"78","260",5
"78","296",4.5
"78","316",4
"78","318",5
"78","356",5
"78","364",3.5
"78","377",4.5
"78","480",3.5
"78","500",4
"78","588",3.5
"78","589",5
"78","593",4.5
"78","648",5
"78","736",4.5
"78","780",4
"78","858",4.5
"78","1089",1
"78","1097",3.5
"78","1136",3
"78","1196",4
"78","1200",4.5
"78","1210",4
"78","1214",3.5
"78","1240",4
"78","1265",2
"78","1270",4.5
"78","1580",2.5
"78","1682",3.5
"78","1704",5
"78","1721",4
"78","1923",1.5
"78","2028",2.5
"78","2571",5
"78","2628",5
"78","2858",4.5
"78","2959",5
"78","3578",5
"78","4306",1.5
"78","4993",4.5
"78","5952",5
"78","6539",3
"78","7153",5
"79","1",2
"79","150",2.5
"79","260",3
"79","344",2
"79","356",4
"79","367",2.5
"79","480",3
"79","587",2.5
"79","588",2.5
"79","592",2.5
"79","648",2.5
"79","736",3
"79","780",2.5
"79","1097",3
"79","1196",3
"79","1210",3
"79","1291",2.5
"79","1580",3
"79","1721",2.5
"79","2571",3
"79","2628",3
"79","2918",3.5
"79","3578",3
"79","4306",3
"79","4886",3
"79","4993",3
"79","5349",3
"79","5952",3
"79","6539",2.5
"79","7153",3
"82","10",3
"82","34",5
"82","47",5
"82","50",4
"82","110",5
"82","150",4
"82","153",3
"82","165",3
"82","231",4
"82","253",5
"82","296",5
"82","316",2
"82","318",5
"82","344",3
"82","356",5
"82","364",4
"82","367",3
"82","380",3
"82","457",3
"82","588",4
"82","590",4
"82","592",3
"82","593",4
"82","595",5
"83","50",5
"83","150",5
"83","356",4
"83","377",2.5
"83","480",3.5
"83","608",4.5
"83","1197",5
"83","1210",5
"83","1240",3
"83","1265",4.5
"83","1270",4
"83","1923",2
"83","2571",1
"83","2716",4
"83","2858",4
"83","2918",5
"83","4886",4
"83","4963",4.5
"84","1",3.5
"84","110",4
"84","260",4
"84","296",4
"84","356",3
"84","589",3
"84","1036",4.5
"84","1196",4
"84","1198",3.5
"84","1210",4
"84","2028",3
"84","2571",5
"84","2858",3.5
"84","2959",4
"84","3578",4
"84","4306",4
"84","4886",4
"84","4963",4
"84","4993",4.5
"84","5952",4.5
"84","6539",3.5
"84","7153",5
"84","8961",4
"85","10",5
"85","110",5
"85","153",4
"85","165",4
"85","231",4
"85","253",3
"85","293",5
"85","296",5
"85","316",5
"85","318",5
"85","344",4
"85","356",4
"85","364",3
"85","367",4
"85","377",5
"85","380",5
"85","457",5
"85","480",5
"85","500",4
"85","527",2
"85","586",3
"85","587",3
"85","588",3
"85","589",5
"85","590",3
"85","592",4
"85","593",4
"85","595",3
"85","597",4
"85","648",5
"86","1",3
"86","32",5
"86","34",3
"86","47",5
"86","110",3
"86","150",4
"86","231",1
"86","253",4
"86","260",5
"86","296",5
"86","316",3
"86","318",5
"86","364",4
"86","480",3
"86","500",3
"86","527",5
"86","539",3
"86","541",4
"86","586",1
"86","587",3
"86","588",3
"86","589",2
"86","590",3
"86","592",3
"86","593",5
"86","595",3
"86","597",3
"86","608",5
"86","780",2
"86","1036",1
"86","1073",4
"88","47",4
"88","150",4
"88","153",2
"88","165",3
"88","231",0.5
"88","253",3
"88","260",4
"88","296",3.5
"88","316",2.5
"88","318",4
"88","344",2
"88","356",4
"88","364",4
"88","377",3
"88","380",2
"88","457",2.5
"88","480",3
"88","500",2.5
"88","527",4
"88","539",3.5
"88","541",4.5
"88","586",2.5
"88","588",3
"88","592",3
"88","593",2
"88","595",3.5
"88","608",3.5
"88","648",3.5
"88","736",3.5
"88","780",3.5
"88","1073",3
"88","1097",3.5
"88","1136",3.5
"88","1193",4
"88","1196",3.5
"88","1197",4
"88","1265",2.5
"88","1270",3.5
"88","1291",3
"88","1580",2.5
"88","1704",5
"88","2571",4
"88","2628",0.5
"88","2716",3.5
"88","2762",4
"88","2858",4
"88","2959",4
"88","3578",2
"88","4886",4
"88","4963",4.5
"88","4993",4
"88","5349",3
"88","5952",3.5
"88","6539",4
"88","7153",3.5
"89","1",5
"89","110",5
"89","165",4
"89","231",5
"89","260",5
"89","296",5
"89","316",4
"89","318",5
"89","344",5
"89","364",5
